ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005008057602146,https://ae-pic-a1.aliexpress-media.com/kf/Sa4ea89770d874c93bb9f4c8b00e2c5edD.png,,"Funny Middle Finger in Box - Desk Decor Gag Gift for Halloween, Christmas & Birthday, Novelty Office Toy & Home Decoration",USD 3.95,USD 3.22,18%,USD,7.0,USD 0.23,7.0,USD 0.23,9767,95.0%,https://s.click.aliexpress.com/e/_c4b9mUsh,,,,,,
1005008586076773,https://ae-pic-a1.aliexpress-media.com/kf/Sb426d85271ab467e98f44947d4c5ebfft.jpg,,5-20 Pcs Funny Glitter Sticky Hands toy Palm Elastic Sticky Squishy Slap Palm Toy Novelty Gift Party Favors supplies,USD 3.39,USD 1.69,50%,USD,7.0,USD 0.12,7.0,USD 0.12,16245,93.2%,https://s.click.aliexpress.com/e/_c3N1EhAD,,,,,,
1005010719484239,https://ae-pic-a1.aliexpress-media.com/kf/S15a8e0166ac7409a93bd8f8caec7fbf2K.jpg,,Blue Maltose Squishy Toys Anti Stress Sensory Fidgets Toy Soft Simulated Transparent Blue Maltose Slow-rebound Decompression Toy,USD 8.54,USD 4.27,50%,USD,7.0,USD 0.30,7.0,USD 0.30,13763,88.1%,https://s.click.aliexpress.com/e/_c4LNhCp7,,,,,,
1005006760465481,https://ae-pic-a1.aliexpress-media.com/kf/Saa4a4d3fb12a4ea4a0f2d9992e6a9a17x.jpg,,Travel Neck Pillow Memory Foam U-shaped Pillow Snail Style Travel Neck Support Portable Adjustable Soft Noon Break Sleep Pillows,USD 23.61,USD 7.43,68%,USD,7.0,USD 0.52,7.0,USD 0.52,17337,94.9%,https://s.click.aliexpress.com/e/_c3NKwg5F,,,,,,
1005006727644485,https://ae-pic-a1.aliexpress-media.com/kf/S2028a57f7a5a4ea2a6517f0913cf8d7f8.jpg,,USB Microphone For Laptop And Computers Adjustable Studio Singing Gaming Streaming Mikrofon Stand Mic With Holder Desktop,USD 7.27,USD 3.49,52%,USD,7.0,USD 0.24,7.0,USD 0.24,1473,98.0%,https://s.click.aliexpress.com/e/_c3nKhh1r,,,,,,
1005010335097532,https://ae-pic-a1.aliexpress-media.com/kf/S8a86fbbe788b4662855bccf514d2d8e4x.jpg,,USB Type C External Sound Card Adapter Audio 3.5mm Jack to USB-C for Laptop MacBook pro - Headphone Mic Adapter,USD 4.15,USD 2.03,51%,USD,7.0,USD 0.14,7.0,USD 0.14,160,99.2%,https://s.click.aliexpress.com/e/_c3ZHGnhX,,,,,,
1005008476493445,https://ae-pic-a1.aliexpress-media.com/kf/Sac53bf029ff34b89b4f4695d80679d5dt.jpg,,Professional High Quality Adjustable USB Microphone For Laptop And Computer Studio Singing Gaming Streaming Mikrofon Stand Mic,USD 7.06,USD 3.46,51%,USD,7.0,USD 0.24,7.0,USD 0.24,773,88.3%,https://s.click.aliexpress.com/e/_c3ukKsVF,,,,,,
1005009360944454,https://ae-pic-a1.aliexpress-media.com/kf/S099fab53347342bdaf3d6e5dc2d8c5dfK.png,,Animal Series 62Pcs MOC Bricks Cat Figires DIY Building Blocks Kids Education Toys For Children Birthday Gift,USD 4.79,USD 2.30,52%,USD,7.0,USD 0.16,7.0,USD 0.16,19908,97.5%,https://s.click.aliexpress.com/e/_c3vjkd0l,,,,,,
1005007169591781,https://ae-pic-a1.aliexpress-media.com/kf/S1a241d55e1b84342a1baf602ad0b12d2C.jpg,,Fully Automatic Bubble Gun Rocket Bubbles Machine Automatic Blower with Bubble Liquid Toy for Kids Beach Outdoor Bubble Gifts,USD 8.73,USD 2.90,66%,USD,7.0,USD 0.20,7.0,USD 0.20,15695,91.7%,https://s.click.aliexpress.com/e/_c3QQYVPL,,,,,,
1005011624257131,https://ae-pic-a1.aliexpress-media.com/kf/S990f9bfa406a44fa8fa277b8f64a6aa8F.jpg,,*-*Jumbo Cheese Cube Stress Ball Big Cheese Shapeable Squeeze Ball Non-Bounce Fidget Toy ASMR Sensory Anti-Stress Festival Gift,USD 16.14,USD 8.07,50%,USD,7.0,USD 0.56,7.0,USD 0.56,15009,87.9%,https://s.click.aliexpress.com/e/_c4TLJrul,,,,,,
1005010536604361,https://ae-pic-a1.aliexpress-media.com/kf/S2028a57f7a5a4ea2a6517f0913cf8d7f8.jpg,,USB Microphone For Laptop And Computers Adjustable Studio Singing Gaming Streaming Mikrofon Stand Mic With Holder Desktop,USD 7.91,USD 3.88,51%,USD,7.0,USD 0.27,7.0,USD 0.27,1333,91.7%,https://s.click.aliexpress.com/e/_c2wLg9G5,,,,,,
1005009065114140,https://ae-pic-a1.aliexpress-media.com/kf/S1e24639fd1144540a6111b6c43f99783y.jpg,, Flying Ball Children's Hand Controlled Color LED Cosmic Globe 360 °Rotating Suspension Ball Suitable for Indoor and Outdoor Toy,USD 9.73,USD 4.02,58%,USD,7.0,USD 0.28,7.0,USD 0.28,9101,81.3%,https://s.click.aliexpress.com/e/_c3oufR0l,,,,,,
1005010101266777,https://ae-pic-a1.aliexpress-media.com/kf/S1b0cca28e88945cb9dec82e6e841cde4Z.jpg,,"Children's Hidden Object Coloring Book, Includes 100+ Search and Coloring Activities - Interactive Search and Coloring Activity Workbook, Suitable for School, Home, Travel - Educational Puzzle Book, Coloring Practice Book, Early Education Materials, Learning Supplies, Number Coloring Book, Alphabet Coloring Book, Magic Coloring Book, Number Coloring Book.",USD 6.32,USD 3.10,51%,USD,7.0,USD 0.22,7.0,USD 0.22,23615,93.3%,https://s.click.aliexpress.com/e/_c3ZdhEq9,,,,,,
1005009030983170,https://ae-pic-a1.aliexpress-media.com/kf/Sb7e6b9756d984493afe858447eaed036F.png,,"2-in-1 Glass Oil Dispenser & Sprayer - 16oz/470ml Leakproof Olive Oil Sprayer Bottle for Cooking, Air Fryer, BBQ, Baking, Salad",USD 12.05,USD 5.90,51%,USD,7.0,USD 0.41,7.0,USD 0.41,10431,94.7%,https://s.click.aliexpress.com/e/_c3AQZCeV,,,,,,
1005010296951670,https://ae-pic-a1.aliexpress-media.com/kf/S41ad9886bf7345b9b531cc7d9b92aa93o.jpg,,"WATERSY 20oz/30oz/40oz Tumbler with Handle & Straw Large Capacity Insulated Cup, 304 Stainless Steel Vacuum Thermal Mug",USD 31.30,USD 15.65,50%,USD,7.0,USD 1.10,7.0,USD 1.10,262,92.8%,https://s.click.aliexpress.com/e/_c4Fdy7VP,,,,,,
1005009851928304,https://ae-pic-a1.aliexpress-media.com/kf/S308397e6f7d7445aabf762ce3b1687a91.jpg,,"Rafford 12Pcs Bendable Model Painting Alligator Clip Sticks Rubber Tips + Metal Magnetic Base - for Airbrush, Hobby Model Parts",USD 5.00,USD 2.35,53%,USD,7.0,USD 0.16,7.0,USD 0.16,18689,96.0%,https://s.click.aliexpress.com/e/_c34hfW2d,,,,,,
1005007849220510,https://ae-pic-a1.aliexpress-media.com/kf/Sfbc1bc3755cc4dc1900e2cbd37d85503C.jpg,,"2 /4 Sets Of Household Pet Hair Remover, Machine Washed Bear Sticky Sponge, Reusable, Suitable For Washing Machine, Dryer, Black",USD 4.64,USD 1.63,65%,USD,7.0,USD 0.11,7.0,USD 0.11,14143,89.4%,https://s.click.aliexpress.com/e/_c3HIpC2N,,,,,,
1005008536510228,https://ae-pic-a1.aliexpress-media.com/kf/See10f40406bc46b2b5dd5a79947ce6b3D.jpg,,Silicone Magnetic Sensory Balls Fidget Toy Worry Balls Autism Calming Fidgeting Toy Kid Adults Anxiety Relief Stress Sensory Toy,USD 8.42,USD 3.96,53%,USD,7.0,USD 0.28,7.0,USD 0.28,9511,96.3%,https://s.click.aliexpress.com/e/_c3AdcKCD,,,,,,
1005005788179268,https://ae-pic-a1.aliexpress-media.com/kf/Ha5e610efdf5c4557b781f3cf6dbc45f0o.jpg,,Angry Blob Seal Pillow Chubby 3D Novelty Sea Lion Doll Plush Stuffed Toy Baby Sleeping Throw Pillow Gifts for Kids Girls,USD 6.60,USD 3.63,45%,USD,7.0,USD 0.25,7.0,USD 0.25,14792,93.8%,https://s.click.aliexpress.com/e/_c4DOSvVB,,,,,,
1005011565398810,https://ae-pic-a1.aliexpress-media.com/kf/S87602b6eee6d447fba5f0bc5947e75d8x.jpg,,"Insulated Tumbler with Handle and Straw Lid, 40oz Large Capacity Travel Mug, Stainless Steel Vacuum Cup for Hot Cold Drinks",USD 29.08,USD 14.54,50%,USD,7.0,USD 1.02,7.0,USD 1.02,24,80.0%,https://s.click.aliexpress.com/e/_c3TMU4Yp,,,,,,
1005009825597305,https://ae-pic-a1.aliexpress-media.com/kf/Sb3995de0bbe54ac0856726e35cd00212a.jpg,,"New 360 Rotating Ball Deformation Robot Fingertip Gyro Decompression Toy, Anti-compression Adult Sensory Toys, Children's Gifts",USD 4.60,USD 2.21,52%,USD,7.0,USD 0.15,7.0,USD 0.15,10964,91.6%,https://s.click.aliexpress.com/e/_c4W2spG5,,,,,,
1005005423954842,https://ae-pic-a1.aliexpress-media.com/kf/Sbaf40bce26e4400a979efb789229519fm.jpg,,250ML USB Mini Air Humidifier Aroma Essential Oil Diffuser For Home Car Ultrasonic Mute Mist Maker Diffuser with LED Color Lamp,USD 9.69,USD 3.30,66%,USD,7.0,USD 0.23,7.0,USD 0.23,38275,89.0%,https://s.click.aliexpress.com/e/_c4qum3I1,,,,,,
1005008863338916,https://ae-pic-a1.aliexpress-media.com/kf/S969f25d9def044548626da93890a41fbg.jpg,,40oz Stainless Steel Thermal Mug Large Capacity Insulated Coffee Cup Office Home Water Bottle Travel Car Tumbler New Year Gifts,USD 9.92,USD 4.96,50%,USD,15.0,USD 0.74,7.0,USD 0.35,78,91.7%,https://s.click.aliexpress.com/e/_c4pTuCid,,,,,,
1005008898183856,https://ae-pic-a1.aliexpress-media.com/kf/Sa9e13ddc324c480f85600da80f17adf1Q.jpg,,40 oz Insulated Tumbler with Handle Straw Double Wall Vacuum Leakproof Thermal Iced Travel Mug Hot Drink Coffee Cup with Lid,USD 37.21,USD 18.60,50%,USD,7.0,USD 1.30,7.0,USD 1.30,28,91.4%,https://s.click.aliexpress.com/e/_c4pAwcS5,,,,,,
1005007766134155,https://ae-pic-a1.aliexpress-media.com/kf/Sf45693cd45c5472ebbd6a93b0c8b1376v.jpg,,Magnetic Rings Fidget Toy Set Adult Fidget Magnets Spinner Rings Fidget Pack Great Gift for Adults Teens Kids (3PCS),USD 6.04,USD 2.92,51%,USD,7.0,USD 0.20,7.0,USD 0.20,14138,89.5%,https://s.click.aliexpress.com/e/_c4EUug97,,,,,,
1005010507356070,https://ae-pic-a1.aliexpress-media.com/kf/S852fd3856a354ccebd17cb832bc5588cH.jpg,,720ML Stainless Steel Thermos Cup with Straw & Handle Ice Coffee Drink Vacuum Insulated Cup Car Travel Outdoor Water Bottle,USD 23.46,USD 11.26,52%,USD,7.0,USD 0.79,7.0,USD 0.79,347,92.5%,https://s.click.aliexpress.com/e/_c3pQLvkN,,,,,,
1005009097769775,https://ae-pic-a1.aliexpress-media.com/kf/Sbb5cf0b99b004255aee047cf04c7a8c0s.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/6002474575/p/1/e/6/t/10301/4000279858470.mp4,"40oz 304 stainless steel vacuum insulated water cup with handle, straw cover, car portable sports travel cup leak proof design",USD 9.51,USD 4.76,50%,USD,8.0,USD 0.38,7.0,USD 0.33,49,100.0%,https://s.click.aliexpress.com/e/_c3cLzbyH,,,,,,
1005005994035375,https://ae-pic-a1.aliexpress-media.com/kf/S7a552928a22e43a69693310d38f5a483p.jpg,,Vention USB Sound Card USB Audio Interface headphone Adapter Soundcard for Mic Speaker Laptop PS4 Computer External Sound Card,USD 9.98,USD 3.78,62%,USD,7.0,USD 0.26,7.0,USD 0.26,352,93.5%,https://s.click.aliexpress.com/e/_c3kUgoWN,,,,,,
1005009060469612,https://ae-pic-a1.aliexpress-media.com/kf/S229a46e53c214d7eb9ec5762c282f718R.jpg,,Extra Large Cat Litter Mat Heavy Duty Waterproof 2 Layer Non Slip Washable Pet Floor Protector Litter Box Sand Stopper,USD 7.24,USD 3.55,51%,USD,7.0,USD 0.25,7.0,USD 0.25,13573,88.9%,https://s.click.aliexpress.com/e/_c3GbHA3J,,,,,,
1005005723734351,https://ae-pic-a1.aliexpress-media.com/kf/HTB1owQBXizxK1Rjy1zkq6yHrVXa7.jpg,,TISHRIC Promotion 5HV2 External usb sound card 7.1 with 3.5mm audio interface adapter for headphone speakers laptop Computer PC,USD 5.44,USD 2.07,62%,USD,7.0,USD 0.14,7.0,USD 0.14,231,93.2%,https://s.click.aliexpress.com/e/_c37qOLmh,,,,,,
1005010439439171,https://ae-pic-a1.aliexpress-media.com/kf/Sfb389014f96f47a4bef2e1ab648fe0feZ.jpg,,"WATERSY 20/30/40oz Tumbler with Handle & Straw, Large Capacity Stainless Steel Thermal Cup, Vacuum Insulated Mug for Car, Travel",USD 38.41,USD 19.20,50%,USD,7.0,USD 1.34,7.0,USD 1.34,543,98.0%,https://s.click.aliexpress.com/e/_c3IpnKbr,,,,,,
1005008291430346,https://ae-pic-a1.aliexpress-media.com/kf/See235ac5afc440d592a12f602f0075f03.jpg,,Self-Adhesive Cat Scratching Mat Trimmable Cat Carpet Cat Scratching Carpet Corner Wall Cat DIY Scratch Sofa Furniture Protector,USD 1.86,USD 1.86,0%,USD,7.0,USD 0.13,7.0,USD 0.13,14365,92.8%,https://s.click.aliexpress.com/e/_c4LAe5sN,,,,,,
1005010042632425,https://ae-pic-a1.aliexpress-media.com/kf/Sfb389014f96f47a4bef2e1ab648fe0feZ.jpg,,"WATERSY 20/30/40oz Tumbler with Handle & Straw, Large Capacity Stainless Steel Thermal Cup, Vacuum Insulated Mug for Car, Travel",USD 39.57,USD 19.79,50%,USD,7.0,USD 1.39,7.0,USD 1.39,266,89.2%,https://s.click.aliexpress.com/e/_c3ubWvYz,,,,,,
1005006942975272,https://ae-pic-a1.aliexpress-media.com/kf/Sca6c2b427b404ac7bc30a256f879c24c2.jpg,,"Solid color thickened wide striped multifunctional blanket, can be used as bed sheet cover blanket, nap blanket, pet blanket",USD 24.29,USD 8.81,63%,USD,7.0,USD 0.62,7.0,USD 0.62,9525,85.8%,https://s.click.aliexpress.com/e/_c4tzcA7P,,,,,,
1005008638139043,https://ae-pic-a1.aliexpress-media.com/kf/S3b0b5bf3b1f5424da4768eeeff6a4b9ey.jpg,,"1 Set，Instant Self-Adhesive Fabric Repair Patch - Universal Black, Heavy-Duty Iron-On for Down Coats",USD 3.47,USD 1.70,51%,USD,7.0,USD 0.12,7.0,USD 0.12,11994,92.8%,https://s.click.aliexpress.com/e/_c3ZkOSgv,,,,,,
1005007108476482,https://ae-pic-a1.aliexpress-media.com/kf/S0589546b2f81403e9fdb318e466067a08.jpg,,Essager External USB Sound Card To 3.5mm Mic Headphone Jack Stereo Headset Audio Microphone Adapter Speaker Interface For Laptop,USD 2.18,USD 2.18,0%,USD,7.0,USD 0.15,7.0,USD 0.15,2861,92.9%,https://s.click.aliexpress.com/e/_c3NRSfDX,,,,,,
1005006422500160,https://ae-pic-a1.aliexpress-media.com/kf/S324d7592ca41424f8219350bdcfdca6dk.jpg,,7.0MM TYPE-C Endoscope Camera IP67 Waterproof 6 LEDs Adjustable USB Android Flexible Inspection Borescope Cameras for Phone PC,USD 9.09,USD 4.45,51%,USD,7.0,USD 0.31,7.0,USD 0.31,82440,88.7%,https://s.click.aliexpress.com/e/_c3PDo1kH,,,,,,
1005010429582376,https://ae-pic-a1.aliexpress-media.com/kf/Sbe8dca11ac7f42269fd5ef86429028008.jpg,,2026 Bionic Neck Shoulder Massager N7 Kneading Massager Shawl 3-Level Modes Neck Cervical Waist Leg Body Muscles Massage Pillow,USD 67.98,USD 32.63,52%,USD,7.0,USD 2.28,7.0,USD 2.28,10840,93.0%,https://s.click.aliexpress.com/e/_c4NMp7yd,,,,,,
1005005449571803,https://ae-pic-a1.aliexpress-media.com/kf/S3d964568414641229491ed98fd190ec1M.jpg,,5M Car Interior Led Strip Light Neon EL Wiring Decorative Lamp For Auto DIY Flexible Ambient Light USB Party Atmosphere Diode,USD 7.60,USD 3.72,51%,USD,7.0,USD 0.26,7.0,USD 0.26,23418,91.0%,https://s.click.aliexpress.com/e/_c4CtSzrF,,,,,,
1005008305048332,https://ae-pic-a1.aliexpress-media.com/kf/S5289ae78180b42d8bd588239512005dfa.jpg,,6-Layers Safety Razor Set High Quality Men Razor Sharp Stainless Steel Shaving Changeable Shaver Head Blade ﻿,USD 5.42,USD 2.49,54%,USD,7.0,USD 0.17,7.0,USD 0.17,28172,88.4%,https://s.click.aliexpress.com/e/_c4cNhqWz,,,,,,
1005006851171033,https://ae-pic-a1.aliexpress-media.com/kf/S66d46589e43a4aa58bcf408e6a5a29eaI.jpg,,"1pc Meat Chopper, Meat Shredder, Heat Resistant Suitable For Hamburger Meat Ground Beef Smasher",USD 6.51,USD 2.21,66%,USD,7.0,USD 0.15,7.0,USD 0.15,9115,95.7%,https://s.click.aliexpress.com/e/_c3JWOrnb,,,,,,
1005006168269235,https://ae-pic-a1.aliexpress-media.com/kf/S8b3e7fdfc45743408438479637d36ef2x.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2673242622/p/1/e/6/t/10301/1100207046088.mp4,Christmas Lights LED Fairy String Curtain Lights 8 Mode Remote USB Festoon Christmas Decor For Home Holiday New Year Lamp,USD 9.76,USD 3.03,69%,USD,7.0,USD 0.21,7.0,USD 0.21,17996,90.0%,https://s.click.aliexpress.com/e/_c2v29aIN,,,,,,
1005008071033097,https://ae-pic-a1.aliexpress-media.com/kf/S322337184d9c45a1b510bbe7d2a57f2cd.jpg,,Makeup Brush Set Soft Fluffy Professiona Cosmetic Foundation Powder Eyeshadow Kabuki Blending Make Up Brush Beauty Tool Makeup,USD 10.17,USD 3.35,67%,USD,7.0,USD 0.23,7.0,USD 0.23,31813,86.0%,https://s.click.aliexpress.com/e/_c3NHtr2h,,,,,,
1005006845192985,https://ae-pic-a1.aliexpress-media.com/kf/S93be2d11ce9b43ff86bb252364b858a3a.jpg,,"40 Hole Dinosaur Bubble Handheld Bubble Machine, Electric Bubble Gun Outdoor Wedding Party Toy(without Bubble Water)",USD 8.79,USD 4.31,51%,USD,7.0,USD 0.30,7.0,USD 0.30,16689,81.5%,https://s.click.aliexpress.com/e/_c4U2cKmd,,,,,,
1005005966511668,https://ae-pic-a1.aliexpress-media.com/kf/S4c0fae15f2c84763808fa69b251a8eb0d.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/230216477/p/1/e/6/t/10301/1100164440181.mp4,8mm No Tie Shoe Laces Press Lock Shoelaces Without Ties Elastic Laces Sneaker Kids Adult Widened Flat Shoelace for Shoes,USD 3.79,USD 1.63,57%,USD,7.0,USD 0.11,7.0,USD 0.11,12616,95.7%,https://s.click.aliexpress.com/e/_c3Ne8kg1,,,,,,
1005006926453576,https://ae-pic-a1.aliexpress-media.com/kf/S491cdf67381c4f73bd2f876cb8561380D.jpg,,Ultra-strong Double Sided Adhesive Monster Tape Home Appliance Waterproof Wall Stickers Home Improvement Resistant Tapes,USD 2.95,USD 1.45,51%,USD,7.0,USD 0.10,7.0,USD 0.10,178659,92.7%,https://s.click.aliexpress.com/e/_c3DsKdWv,,,,,,
1005005928117831,https://ae-pic-a1.aliexpress-media.com/kf/Sb9c9cc0dd26941c8825ccae55fce560dN.jpg,,Rechargeable Mini RC Drone Remote Safe Fall-resistant RC Helicopters Drone Children Toys with Different Patterns,USD 13.48,USD 4.48,66%,USD,7.0,USD 0.31,7.0,USD 0.31,28052,81.6%,https://s.click.aliexpress.com/e/_c3zGzDmp,,,,,,
1005008739503173,https://ae-pic-a1.aliexpress-media.com/kf/S0af621fc4a764fca89a0fba37a642c0a9.png,,6pcs Velvet Matte Lip Liner Pencils Set Long-Lasting Non-Drying Perfect for Lining Filling Lips Versatile for All Skin Typ,USD 8.61,USD 4.31,50%,USD,7.0,USD 0.30,7.0,USD 0.30,42452,93.7%,https://s.click.aliexpress.com/e/_c3knh1MN,,,,,,
1005007205112799,https://ae-pic-a1.aliexpress-media.com/kf/S495e04cf6ae84e7f873dd6f4129ec145V.jpg,,16pcs Professional Nail Clippers and Cuticle Nippers Set with Travel Case Manicure Set Pedicure Sets Nail Clippers,USD 13.59,USD 4.22,69%,USD,7.0,USD 0.30,7.0,USD 0.30,22902,89.8%,https://s.click.aliexpress.com/e/_c3zjXm3X,,,,,,
1005007306729643,https://ae-pic-a1.aliexpress-media.com/kf/S314eae805d754d0b8d36ca9abae29f2fr.jpg,,Korean Accessories Hair Clips for Women Girls Big Bowknot Solid Satin Long Ribbon Bows Spring Clamp Barette Cheveux Femme 2023,USD 4.45,USD 2.23,50%,USD,7.0,USD 0.16,7.0,USD 0.16,21071,95.8%,https://s.click.aliexpress.com/e/_c456PeHL,,,,,,
1005005079019011,https://ae-pic-a1.aliexpress-media.com/kf/Sc878225485cd4ab0b11252807a2a1f5fp.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2212941392799/p/1/e/6/t/10301/347624046566.mp4,Color RGB 5050 LED Strip Bluetooth Tape Decor for Room LED 10m 15m 20m 30m PC TV backlight Neon LED Lighting Cветодиодная лента,USD 8.90,USD 3.02,66%,USD,7.0,USD 0.21,7.0,USD 0.21,14140,88.3%,https://s.click.aliexpress.com/e/_c4Ej96Xf,,,,,,
1005006711811120,https://ae-pic-a1.aliexpress-media.com/kf/S00c7e6c594de4979a49481f65c4793fbI.jpg,,"1pc Memory Foam Cervical Pillow, 2 in 1 Ergonomic Contour Orthopedic Pillow for Neck Pain, Contoured Support Pillows,Neck Pillow",USD 57.12,USD 27.99,51%,USD,7.0,USD 1.96,7.0,USD 1.96,35474,91.9%,https://s.click.aliexpress.com/e/_c3ovLyy1,,,,,,
1005007547820639,https://ae-pic-a1.aliexpress-media.com/kf/Sebdbbdb1b7324aadb996aeb05abe47cai.jpg,,Foldable Travel Duffel Bag for Airlines Carry on Bag for Women and Girls Lightweight Large Capacity Sports Weekend Trip Overnigh,USD 7.39,USD 3.40,54%,USD,7.0,USD 0.24,7.0,USD 0.24,46716,87.5%,https://s.click.aliexpress.com/e/_c3Oxdozb,,,,,,
1005007439096797,https://ae-pic-a1.aliexpress-media.com/kf/S1e760de8ec0943089b356dd943d0cb50q.jpg,,5LED High Power Led Flashlights Rechargeable Camping Spotlight with Side Light 3 Lighting Modes for Camping Adventure Outdoor,USD 12.24,USD 4.03,67%,USD,7.0,USD 0.28,7.0,USD 0.28,23264,91.0%,https://s.click.aliexpress.com/e/_c2xKfnet,,,,,,
1005010072165601,https://ae-pic-a1.aliexpress-media.com/kf/S20e5242a1d9f46baae783a883b1ed146j.jpg,,"25 in 1 mini screwdriver set, flat head and cross shaped small screwdrivers, suitable for electronic products",USD 8.96,USD 4.30,52%,USD,7.0,USD 0.30,7.0,USD 0.30,59016,85.8%,https://s.click.aliexpress.com/e/_c3Tz6BJb,,,,,,
1005007856015606,https://ae-pic-a1.aliexpress-media.com/kf/S96f3860443cb4a29844beeb96fb3f091N.jpg,,M10 Wireless Headphone Bluetooth Earphones Waterproof Earpieces Sport Earbuds For Huawei Iphone OPPO Xiaomi TWS Music Headset,USD 8.58,USD 3.86,55%,USD,7.0,USD 0.27,7.0,USD 0.27,13149,87.4%,https://s.click.aliexpress.com/e/_c2QU5sBX,,,,,,
1005007174700432,https://ae-pic-a1.aliexpress-media.com/kf/S5c61342cc6b249e686c6535c137f9b69b.jpg,,10Pcs/set High Quality Needle Type Gel Pens Straight Liquid Ballpoint Pen Kawaii Stationery School Office Supplies Writing,USD 5.55,USD 2.94,47%,USD,7.0,USD 0.21,7.0,USD 0.21,54433,95.2%,https://s.click.aliexpress.com/e/_c4P4AG6V,,,,,,
1005008788648164,https://ae-pic-a1.aliexpress-media.com/kf/S730ee5b2d5844b5db1bd53866f5107adb.jpeg,,Flashlight Green Blue Red Laser Pointer Indication Light for Meeting Classroom Torch Light RGB,USD 4.89,USD 2.44,50%,USD,7.0,USD 0.17,7.0,USD 0.17,32820,86.9%,https://s.click.aliexpress.com/e/_c2wFVuRX,,,,,,
1005009983850790,https://ae-pic-a1.aliexpress-media.com/kf/S076e3a103e9849ce81b230e396ee08aer.jpg,,Mobile Phone Speaker Charging Port Cleaning Set Dust Plug for iPhone 16 15 14 Earphones Clean Kit Brush for Samsung Xiaomi,USD 1.45,USD 0.64,56%,USD,9.0,USD 0.06,9.0,USD 0.06,81775,91.1%,https://s.click.aliexpress.com/e/_c3K5Sg5x,,,,,,
1005007778238254,https://ae-pic-a1.aliexpress-media.com/kf/Sa65ab9d87eca46a6a0a66fcad61d5ce4f.jpg,,Handmade Original Fine Jewelry 925 Sterling Silver Charm Bracelet Soft Smooth Snake Bone Bracelets for Women,USD 1.57,USD 1.57,0%,USD,10.0,USD 0.16,7.0,USD 0.11,11190,91.9%,https://s.click.aliexpress.com/e/_c3Bq18Yv,,,,,,
1005006534641841,https://ae-pic-a1.aliexpress-media.com/kf/S9298c77ca0ab4bda80871ebdb21e24a5L.jpg,,Folding Fruit Knife Stainless Steel Meat Cleaver Kitchen Knife with Non-slip Handle for Kitchen Accessories Pocket Knife,USD 5.13,USD 2.57,50%,USD,7.0,USD 0.18,7.0,USD 0.18,14161,93.6%,https://s.click.aliexpress.com/e/_c4Eh7ioh,,,,,,
1005007902072752,https://ae-pic-a1.aliexpress-media.com/kf/Sccc84e2fff1c444ea2c9c562f48ef39dC.jpg,,"5/10/30/40pcsbrow Razor and Face Razor for Women and Men, Eyebrow Hair Trimmer and Shaver with Protective Cover,Safe",USD 3.89,USD 1.83,53%,USD,7.0,USD 0.13,7.0,USD 0.13,27462,95.6%,https://s.click.aliexpress.com/e/_c3jQSDF3,,,,,,
1005007720373478,https://ae-pic-a1.aliexpress-media.com/kf/Sf041a00d61d247af8d362f0c661f9394W.jpg,,A3 A4 A5 PVC Cutting Mat Workbench Patchwork Cut Pad Sewing Manual DIY Knife Engraving Leather Cutting Board Side Underlay,USD 4.18,USD 1.42,66%,USD,7.0,USD 0.10,7.0,USD 0.10,73740,86.7%,https://s.click.aliexpress.com/e/_c3zzaMTB,,,,,,
1005009765812571,https://ae-pic-a1.aliexpress-media.com/kf/Sc6d7978f4c8f4a4296951467289d4c080.jpg,,"Professional Art Use 48-Color Acrylic Paint Markers, Dual-Tip Fine and Brush Tip Pens, Suitable for Stone, Wood, Calligraphy",USD 7.52,USD 3.54,53%,USD,7.0,USD 0.25,7.0,USD 0.25,23252,91.1%,https://s.click.aliexpress.com/e/_c30afEZ3,,,,,,
1005009558589813,https://ae-pic-a1.aliexpress-media.com/kf/Sa541af90824145369f69fcd222947de4k.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/6003189887/p/1/e/6/t/10301/4000290312521.mp4,6 Pieces Glass Mirror Lip Gloss Set Hydrating Lightweight Lip Balm Glossy Shimmer Sheer Tint Peach Cherry Pink,USD 7.23,USD 3.47,52%,USD,7.0,USD 0.24,7.0,USD 0.24,19735,89.8%,https://s.click.aliexpress.com/e/_c3qCotIt,,,,,,
1005007462620040,https://ae-pic-a1.aliexpress-media.com/kf/S248ca760ad904833978fc88860c4f033A.jpg,,360° Rotating Makeup Organizer - 1pc Plastic Cosmetic Storage with 5 Compartments - Multi-Functional Holder for Brushes,USD 13.91,USD 4.73,66%,USD,7.0,USD 0.33,7.0,USD 0.33,33528,93.5%,https://s.click.aliexpress.com/e/_c2yVgW2l,,,,,,
